target_id	length	eff_length	est_counts	tpm
TRINITY_DN1585_c0_g1_i1	878	697.14	61	88.2449
TRINITY_DN1564_c0_g1_i1	2696	2515.14	366	146.757
TRINITY_DN1566_c0_g1_i1	1273	1092.14	78	72.0271
TRINITY_DN1552_c0_g1_i1	898	717.14	53	74.5335
TRINITY_DN1588_c0_g1_i1	2105	1924.14	158	82.8133
TRINITY_DN1508_c0_g1_i1	2259	2078.14	249	120.838
TRINITY_DN1569_c0_g1_i1	716	535.14	54	101.767
TRINITY_DN1561_c0_g1_i1	1917	1736.14	120	69.707
TRINITY_DN1574_c0_g1_i1	2157	1976.14	127	64.8135
TRINITY_DN1534_c0_g1_i1	1122	941.14	206	220.746
TRINITY_DN1502_c0_g1_i1	1029	848.14	57	67.7777
TRINITY_DN1518_c0_g1_i1	1138	957.14	137	144.353
TRINITY_DN1505_c0_g1_i1	1596	1415.14	270	192.417
TRINITY_DN1567_c0_g1_i1	1006	825.14	55	67.2225
TRINITY_DN1571_c0_g1_i1	3247	3066.14	375	123.344
TRINITY_DN1573_c0_g1_i1	2224	2043.14	604	298.139
TRINITY_DN1551_c0_g1_i1	1494	1313.14	355	272.645
TRINITY_DN1536_c0_g1_i1	1452	1271.14	958	760.067
TRINITY_DN1580_c0_g1_i1	2740	2559.14	908	357.826
TRINITY_DN1529_c0_g1_i1	1728	1547.14	143	93.2151
TRINITY_DN1587_c0_g1_i1	819	638.14	35	55.3136
TRINITY_DN1513_c0_g1_i1	2847	2666.14	187	70.7357
TRINITY_DN1554_c0_g1_i1	2145	1964.14	129	66.2365
TRINITY_DN1520_c0_g1_i1	1513	1332.14	130	98.4177
TRINITY_DN1550_c0_g1_i1	1331	1150.14	102	89.4395
TRINITY_DN1593_c0_g1_i1	1949	1768.14	245	139.743
TRINITY_DN1525_c0_g1_i1	2732	2551.14	239	94.4808
TRINITY_DN1556_c0_g1_i1	1370	1189.14	82	69.5442
TRINITY_DN1543_c0_g1_i1	675	494.14	62	126.538
TRINITY_DN1515_c0_g1_i1	1933	1752.14	150	86.3381
TRINITY_DN1531_c0_g1_i1	907	726.14	85	118.053
TRINITY_DN1514_c0_g1_i1	3048	2867.14	713	250.796
TRINITY_DN1544_c0_g1_i1	1241	1060.14	154	146.5
TRINITY_DN1533_c0_g1_i1	834	653.14	137	211.541
TRINITY_DN1558_c0_g1_i1	3721	3540.14	376	107.114
TRINITY_DN1584_c0_g1_i1	2015	1834.14	300	164.956
TRINITY_DN1570_c0_g1_i1	2638	2457.14	192	78.8045
TRINITY_DN1542_c0_g1_i1	729	548.14	65	119.592
TRINITY_DN1589_c0_g1_i1	623	442.14	26	59.3053
TRINITY_DN1539_c0_g1_i1	1076	895.14	107	120.552
TRINITY_DN1568_c0_g1_i1	1591	1410.14	144	102.986
TRINITY_DN1526_c0_g1_i1	1670	1489.14	89	60.2746
TRINITY_DN1501_c0_g1_i1	546	365.14	52	143.623
TRINITY_DN1562_c0_g1_i1	1491	1310.14	212	163.192
TRINITY_DN1553_c0_g1_i1	1621	1440.14	973	681.378
TRINITY_DN1538_c0_g1_i1	643	462.14	124	270.6
TRINITY_DN1541_c0_g1_i1	1114	933.14	154	166.438
TRINITY_DN1527_c0_g1_i1	1133	952.14	52	55.0785
TRINITY_DN1524_c0_g1_i1	1752	1571.14	211	135.44
TRINITY_DN1594_c0_g1_i1	1549	1368.14	341	251.364
TRINITY_DN1577_c0_g1_i1	2366	2185.14	190	87.6908
TRINITY_DN1548_c0_g1_i1	1070	889.14	118	133.842
TRINITY_DN1528_c0_g1_i1	777	596.14	302	510.903
TRINITY_DN1590_c0_g1_i1	2300	2119.14	144	68.5303
TRINITY_DN1510_c0_g1_i1	3595	3414.14	556	164.238
TRINITY_DN1535_c0_g1_i1	1711	1530.14	91	59.9777
TRINITY_DN1582_c0_g1_i1	2736	2555.14	734	289.708
TRINITY_DN1503_c0_g1_i1	1623	1442.14	81	56.6445
TRINITY_DN1511_c0_g1_i1	1460	1279.14	84	66.2279
TRINITY_DN1509_c0_g1_i1	1623	1442.14	269	188.116
TRINITY_DN1517_c0_g1_i1	1554	1373.14	148	108.699
TRINITY_DN1595_c0_g1_i1	1275	1094.14	101	93.0954
TRINITY_DN1560_c0_g1_i1	1926	1745.14	129	74.5486
TRINITY_DN1540_c0_g1_i1	1897	1716.14	149	87.5615
TRINITY_DN1523_c0_g1_i1	3136	2955.14	3636	1240.87
TRINITY_DN1506_c0_g1_i1	1399	1218.14	224	185.452
TRINITY_DN1500_c0_g1_i1	1804	1623.14	460	285.813
TRINITY_DN1557_c0_g1_i1	2724	2543.14	625	247.85
TRINITY_DN1597_c0_g1_i1	1573	1392.14	152	110.113
TRINITY_DN1549_c0_g1_i1	2084	1903.14	514	272.378
TRINITY_DN1599_c0_g1_i1	1330	1149.14	68	59.6782
TRINITY_DN1504_c0_g1_i1	924	743.14	43	58.3549
TRINITY_DN1579_c0_g1_i1	1521	1340.14	84	63.2134
TRINITY_DN1532_c0_g1_i1	2402	2221.14	291	132.129
TRINITY_DN1559_c0_g1_i1	1553	1372.14	359	263.861
TRINITY_DN1687_c0_g1_i1	921	740.14	83	113.095
TRINITY_DN1675_c0_g1_i1	1223	1042.14	2004	1939.33
TRINITY_DN1637_c0_g1_i1	616	435.14	306	709.206
TRINITY_DN1667_c0_g1_i1	1922	1741.14	264	152.915
TRINITY_DN1633_c0_g1_i1	768	587.14	82	140.848
TRINITY_DN1615_c0_g1_i1	1189	1008.14	77	77.0282
TRINITY_DN1681_c0_g1_i1	778	597.14	53	89.5116
TRINITY_DN1644_c0_g1_i1	721	540.14	137	255.796
TRINITY_DN1605_c0_g1_i1	786	605.14	52	86.6617
TRINITY_DN1628_c0_g1_i1	3074	2893.14	308	107.365
TRINITY_DN1651_c0_g1_i1	1453	1272.14	152	120.5
TRINITY_DN1674_c0_g1_i1	1544	1363.14	128	94.6999
TRINITY_DN1640_c0_g1_i1	1185	1004.14	144	144.627
TRINITY_DN1666_c0_g1_i1	1903	1722.14	124	72.6161
TRINITY_DN1654_c0_g1_i1	1272	1091.14	37	34.198
TRINITY_DN1695_c0_g1_i1	1357	1176.14	137	117.474
TRINITY_DN1614_c0_g1_i1	1941	1760.14	764	437.75
TRINITY_DN1609_c0_g1_i1	1368	1187.14	80	67.9623
TRINITY_DN1627_c0_g1_i1	1444	1263.14	68	54.2922
TRINITY_DN1607_c0_g1_i1	1384	1203.14	143	119.867
TRINITY_DN1626_c0_g1_i1	1115	934.14	57	61.5379
TRINITY_DN1601_c0_g1_i1	1454	1273.14	604	478.454
TRINITY_DN1669_c0_g1_i1	1441	1260.14	236	188.874
TRINITY_DN1699_c0_g1_i1	1835	1654.14	159	96.9404
TRINITY_DN1677_c0_g1_i1	577	396.14	40	101.834
TRINITY_DN1638_c0_g1_i1	868	687.14	214	314.086
TRINITY_DN1693_c0_g1_i1	992	811.14	122	151.685
TRINITY_DN1696_c0_g1_i1	814	633.14	40	63.7148
TRINITY_DN1656_c0_g1_i1	749	568.14	30	53.2532
TRINITY_DN1616_c0_g1_i1	1427	1246.14	382	309.155
TRINITY_DN1653_c0_g1_i1	1375	1194.14	118	99.6567
TRINITY_DN1652_c0_g1_i1	1501	1320.14	133	101.604
TRINITY_DN1686_c0_g1_i1	890	709.14	93	132.261
TRINITY_DN1602_c0_g1_i1	1251	1070.14	291	274.241
TRINITY_DN1617_c0_g1_i1	2374	2193.14	188	86.4513
TRINITY_DN1698_c0_g1_i1	870	689.14	49	71.7081
TRINITY_DN1660_c0_g1_i1	3108	2927.14	499	171.924
TRINITY_DN1632_c0_g1_i1	1522	1341.14	235	176.715
TRINITY_DN1663_c0_g1_i1	730	549.14	143	262.623
TRINITY_DN1635_c0_g1_i1	3174	2993.14	610	205.533
TRINITY_DN1610_c0_g1_i1	1481	1300.14	196	152.036
TRINITY_DN1659_c0_g1_i1	1867	1686.14	166	99.2874
TRINITY_DN1620_c0_g1_i1	741	560.14	186	334.885
TRINITY_DN1694_c0_g1_i1	1292	1111.14	116	105.286
TRINITY_DN1668_c0_g1_i1	690	509.14	378	748.746
TRINITY_DN1684_c0_g1_i1	1232	1051.14	111	106.498
TRINITY_DN1619_c0_g1_i1	2018	1837.14	157	86.1861
TRINITY_DN1613_c0_g1_i1	1271	1090.14	214	197.975
TRINITY_DN1629_c0_g1_i1	962	781.14	407	525.467
TRINITY_DN1688_c0_g1_i1	2162	1981.14	278	141.517
TRINITY_DN1658_c0_g1_i1	729	548.14	23	42.3171
TRINITY_DN1641_c0_g1_i1	855	674.14	38	56.8478
TRINITY_DN1642_c0_g1_i1	1467	1286.14	87	68.2199
TRINITY_DN1645_c0_g1_i1	1555	1374.14	128	93.9418
TRINITY_DN1646_c0_g1_i1	1523	1342.14	429	322.359
TRINITY_DN1672_c0_g1_i1	1831	1650.14	149	91.0637
TRINITY_DN1690_c0_g1_i1	1057	876.14	63	72.5182
TRINITY_DN1600_c0_g1_i1	683	502.14	48	96.4043
TRINITY_DN1634_c0_g1_i1	1337	1156.14	120	104.677
TRINITY_DN1682_c0_g1_i1	701	520.14	104	201.648
TRINITY_DN1657_c0_g1_i1	1159	978.14	373	384.581
TRINITY_DN1650_c0_g1_i1	1901	1720.14	211	123.708
TRINITY_DN1639_c0_g1_i1	2251	2070.14	196	95.4852
TRINITY_DN1670_c0_g1_i1	1186	1005.14	116	116.389
TRINITY_DN1671_c0_g1_i1	1224	1043.14	69	66.7093
TRINITY_DN1683_c0_g1_i1	1563	1382.14	91	66.4002
TRINITY_DN1691_c0_g1_i1	1922	1741.14	357	206.783
TRINITY_DN1612_c0_g1_i1	4038	3857.14	856	223.814
TRINITY_DN1636_c0_g1_i1	1351	1170.14	120	103.424
TRINITY_DN1624_c0_g1_i1	1032	851.14	72	85.3122
TRINITY_DN1606_c0_g1_i1	2348	2167.14	713	331.805
TRINITY_DN1676_c0_g1_i1	952	771.14	77	100.702
TRINITY_DN1692_c0_g1_i1	974	793.14	93	118.253
TRINITY_DN1680_c0_g1_i1	1142	961.14	62	65.0556
TRINITY_DN1661_c0_g1_i1	1354	1173.14	99	85.107
TRINITY_DN1664_c0_g1_i1	1728	1547.14	194	126.46
TRINITY_DN1647_c0_g1_i1	725	544.14	36	66.7224
TRINITY_DN1625_c0_g1_i1	1278	1097.14	70	64.3451
TRINITY_DN1608_c0_g1_i1	778	597.14	101	170.579
TRINITY_DN1603_c0_g1_i1	1011	830.14	62	75.3217
TRINITY_DN1631_c0_g1_i1	956	775.14	261	339.579
TRINITY_DN1604_c0_g1_i1	2248	2067.14	411	200.517
TRINITY_DN1689_c0_g1_i1	1525	1344.14	167	125.3
TRINITY_DN1621_c0_g1_i1	802	621.14	114	185.095
TRINITY_DN1630_c0_g1_i1	591	410.14	47	115.57
TRINITY_DN1611_c0_g1_i1	982	801.14	95	119.59
TRINITY_DN1697_c0_g1_i1	2001	1820.14	427	236.594
TRINITY_DN1673_c0_g1_i1	963	782.14	289	372.643
TRINITY_DN1623_c0_g1_i1	2150	1969.14	215	110.114
TRINITY_DN1685_c0_g1_i1	1270	1089.14	843	780.591
TRINITY_DN1665_c0_g1_i1	881	700.14	46	66.2602
TRINITY_DN1655_c0_g1_i1	790	609.14	36	59.6026
TRINITY_DN1648_c0_g1_i1	2736	2555.14	445	175.641
TRINITY_DN1649_c0_g1_i1	1477	1296.14	1001	778.865
TRINITY_DN1622_c0_g1_i1	1788	1607.14	145	90.9901
TRINITY_DN1643_c0_g1_i1	672	491.14	30	61.6021
TRINITY_DN1678_c0_g1_i1	1536	1355.14	83	61.7694
TRINITY_DN1662_c0_g1_i1	1283	1102.14	136	124.446
TRINITY_DN1618_c0_g1_i1	2939	2758.14	209	76.4205
TRINITY_DN1679_c0_g1_i1	1027	846.14	40	47.6758
TRINITY_DN1774_c0_g1_i1	1040	859.14	45	52.8236
TRINITY_DN1766_c0_g1_i1	879	698.14	57	82.3402
TRINITY_DN1720_c0_g1_i1	2543	2362.14	433	184.868
TRINITY_DN1716_c0_g1_i1	1558	1377.14	128	93.7371
TRINITY_DN1798_c0_g1_i1	1285	1104.14	96	87.6853
TRINITY_DN1779_c0_g1_i1	826	645.14	105	164.14
TRINITY_DN1758_c0_g1_i1	862	681.14	34	50.3411
TRINITY_DN1769_c0_g1_i1	1349	1168.14	292	252.097
TRINITY_DN1789_c0_g1_i1	2038	1857.14	331	179.748
TRINITY_DN1724_c0_g1_i1	1991	1810.14	271	150.986
TRINITY_DN1749_c0_g1_i1	579	398.14	22	55.7271
TRINITY_DN1755_c0_g1_i1	655	474.14	81	172.289
TRINITY_DN1705_c0_g1_i1	1870	1689.14	135	80.6024
TRINITY_DN1795_c0_g1_i1	684	503.14	65	130.288
TRINITY_DN1727_c0_g1_i1	765	584.14	265	457.519
TRINITY_DN1784_c0_g1_i1	754	573.14	36	63.3464
TRINITY_DN1744_c0_g1_i1	989	808.14	210	262.067
TRINITY_DN1771_c0_g1_i1	1129	948.14	65	69.1386
TRINITY_DN1793_c0_g1_i1	743	562.14	59	105.849
TRINITY_DN1763_c0_g1_i1	726	545.14	20	37
TRINITY_DN1772_c0_g1_i1	1489	1308.14	237	182.715
TRINITY_DN1799_c0_g1_i1	1004	823.14	153	187.455
TRINITY_DN1734_c0_g1_i1	2279	2098.14	865	415.778
TRINITY_DN1788_c0_g1_i1	958	777.14	57	73.97
TRINITY_DN1702_c0_g1_i1	1831	1650.14	97	59.2831
TRINITY_DN1773_c0_g1_i1	1099	918.14	68	74.693
TRINITY_DN1741_c0_g1_i1	1780	1599.14	473	298.301
TRINITY_DN1719_c0_g1_i1	1658	1477.14	80	54.6196
TRINITY_DN1703_c0_g1_i1	1959	1778.14	152	86.21
TRINITY_DN1723_c0_g1_i1	1424	1243.14	60	48.6756
TRINITY_DN1708_c0_g1_i1	1737	1556.14	80	51.8467
TRINITY_DN1726_c0_g1_i1	1832	1651.14	119	72.6847
TRINITY_DN1751_c0_g1_i1	845	664.14	52	78.963
TRINITY_DN1785_c0_g1_i1	735	554.14	45	81.8979
TRINITY_DN1700_c0_g1_i1	1580	1399.14	111	80.0095
TRINITY_DN1764_c0_g1_i1	1228	1047.14	154	148.319
TRINITY_DN1767_c0_g1_i1	745	564.14	34	60.7816
TRINITY_DN1765_c0_g1_i1	1100	919.14	61	66.9311
TRINITY_DN1745_c0_g1_i1	1001	820.14	136	167.236
TRINITY_DN1711_c0_g1_i1	2422	2241.14	300	134.999
TRINITY_DN1754_c0_g1_i1	854	673.14	81	121.355
TRINITY_DN1712_c0_g1_i1	827	646.14	33	51.5071
TRINITY_DN1718_c0_g1_i1	1076	895.14	73	82.2454
TRINITY_DN1759_c0_g1_i1	749	568.14	65	115.382
TRINITY_DN1731_c0_g1_i1	1486	1305.14	76	58.7268
TRINITY_DN1733_c0_g1_i1	900	719.14	36	50.4858
TRINITY_DN1710_c0_g1_i1	1045	864.14	80	93.3653
TRINITY_DN1707_c0_g1_i1	767	586.14	83	142.809
TRINITY_DN1752_c0_g1_i1	660	479.14	31	65.2498
TRINITY_DN1722_c0_g1_i1	965	784.14	289	371.693
TRINITY_DN1750_c0_g1_i1	1184	1003.14	54	54.289
TRINITY_DN1786_c0_g1_i1	1183	1002.14	103	103.655
TRINITY_DN1760_c0_g1_i1	3763	3582.14	453	127.537
TRINITY_DN1778_c0_g1_i1	738	557.14	75	135.762
TRINITY_DN1756_c0_g1_i1	1152	971.14	132	137.079
TRINITY_DN1742_c0_g1_i1	586	405.14	62	154.336
TRINITY_DN1792_c0_g1_i1	796	615.14	99	162.308
TRINITY_DN1730_c0_g1_i1	879	698.14	95	137.234
TRINITY_DN1706_c0_g1_i1	1688	1507.14	172	115.095
TRINITY_DN1796_c0_g1_i1	795	614.14	313	513.993
TRINITY_DN1729_c0_g1_i1	1438	1257.14	873	700.342
TRINITY_DN1746_c0_g1_i1	1501	1320.14	310	236.822
TRINITY_DN1791_c0_g1_i1	1178	997.14	45	45.5131
TRINITY_DN1775_c0_g1_i1	732	551.14	29	53.0659
TRINITY_DN1715_c0_g1_i1	1441	1260.14	99	79.2312
TRINITY_DN1783_c0_g1_i1	1139	958.14	95	99.9941
TRINITY_DN1743_c0_g1_i1	640	459.14	22	48.3234
TRINITY_DN1704_c0_g1_i1	773	592.14	45	76.6422
TRINITY_DN1701_c0_g1_i1	2225	2044.14	98	48.3499
TRINITY_DN1761_c0_g1_i1	993	812.14	58	72.0239
TRINITY_DN1738_c0_g1_i1	1577	1396.14	135	97.518
TRINITY_DN1787_c0_g1_i1	1880	1699.14	165	97.9342
TRINITY_DN1747_c0_g1_i1	655	474.14	20	42.5406
TRINITY_DN1781_c0_g1_i1	723	542.14	41	76.2697
TRINITY_DN1780_c0_g1_i1	1652	1471.14	74	50.7291
TRINITY_DN1777_c0_g1_i1	988	807.14	644	804.668
TRINITY_DN1737_c0_g1_i1	2826	2645.14	207	78.9226
TRINITY_DN1770_c0_g1_i1	1310	1129.14	75	66.9874
TRINITY_DN1782_c0_g1_i1	1331	1150.14	101	88.5626
TRINITY_DN1713_c0_g1_i1	1415	1234.14	73	59.6538
TRINITY_DN1790_c0_g1_i1	947	766.14	46	60.5521
TRINITY_DN1725_c0_g1_i1	1663	1482.14	157	106.829
TRINITY_DN1717_c0_g1_i1	1364	1183.14	96	81.8304
TRINITY_DN1739_c0_g1_i1	1318	1137.14	58	51.4392
TRINITY_DN1709_c0_g1_i1	1129	948.14	88	93.6031
TRINITY_DN1728_c0_g1_i1	973	792.14	94	119.676
TRINITY_DN1762_c0_g1_i1	2684	2503.14	441	177.678
TRINITY_DN1748_c0_g1_i1	851	670.14	33	49.6625
TRINITY_DN1757_c0_g1_i1	1115	934.14	168	181.375
TRINITY_DN1714_c0_g1_i1	764	583.14	41	70.9073
TRINITY_DN1797_c0_g1_i1	617	436.14	123	284.419
TRINITY_DN1740_c0_g1_i1	732	551.14	28	51.2361
TRINITY_DN1721_c0_g1_i1	994	813.14	46	57.0522
TRINITY_DN1753_c0_g1_i1	1086	905.14	62	69.0805
TRINITY_DN1735_c0_g1_i1	872	691.14	41	59.8271
TRINITY_DN1768_c0_g1_i1	1139	958.14	204	214.724
TRINITY_DN1732_c0_g1_i1	1675	1494.14	151	101.921
TRINITY_DN1794_c0_g1_i1	3012	2831.14	2118	754.474
TRINITY_DN1776_c0_g1_i1	1604	1423.14	104	73.6997
TRINITY_DN1736_c0_g1_i1	2521	2340.14	741	319.342
TRINITY_DN1853_c0_g1_i1	1194	1013.14	121	120.447
TRINITY_DN1895_c0_g1_i1	522	341.14	22	65.0384
TRINITY_DN1835_c0_g1_i1	976	795.14	40	50.7337
TRINITY_DN1815_c0_g1_i1	919	738.14	214	292.385
TRINITY_DN1831_c0_g1_i1	1368	1187.14	88	74.7585
TRINITY_DN1898_c0_g1_i1	943	762.14	257	340.078
TRINITY_DN1807_c0_g1_i1	707	526.14	47	90.09
TRINITY_DN1893_c0_g1_i1	1174	993.14	155	157.399
TRINITY_DN1873_c0_g1_i1	1016	835.14	201	242.726
TRINITY_DN1872_c0_g1_i1	1147	966.14	65	67.8505
TRINITY_DN1858_c0_g1_i1	672	491.14	77	158.112
TRINITY_DN1816_c0_g1_i1	918	737.14	211	288.677
TRINITY_DN1844_c0_g1_i1	610	429.14	41	96.3529
TRINITY_DN1823_c0_g1_i1	820	639.14	1002	1581.07
TRINITY_DN1839_c0_g1_i1	1749	1568.14	141	90.6805
TRINITY_DN1832_c0_g1_i1	1703	1522.14	376	249.123
TRINITY_DN1819_c0_g1_i1	566	385.14	34	89.0308
TRINITY_DN1800_c0_g1_i1	834	653.14	189	291.834
TRINITY_DN1846_c0_g1_i1	1357	1176.14	96	82.3175
TRINITY_DN1818_c0_g1_i1	1018	837.14	101	121.675
TRINITY_DN1864_c0_g1_i1	586	405.14	37	92.1036
TRINITY_DN1875_c0_g1_i1	1023	842.14	45	53.89
TRINITY_DN1888_c0_g1_i1	1264	1083.14	114	106.145
TRINITY_DN1892_c0_g1_i1	1106	925.14	73	79.5784
TRINITY_DN1897_c0_g1_i1	578	397.14	19	48.2492
TRINITY_DN1868_c0_g1_i1	765	584.14	41	70.7859
TRINITY_DN1840_c0_g1_i1	898	717.14	61	85.7839
TRINITY_DN1899_c0_g1_i1	803	622.14	68	110.23
TRINITY_DN1826_c0_g1_i1	983	802.14	86	108.125
TRINITY_DN1825_c0_g1_i1	985	804.14	48	60.199
TRINITY_DN1886_c0_g1_i1	501	320.14	33	103.957
TRINITY_DN1845_c0_g1_i1	750	569.14	229	405.785
TRINITY_DN1860_c0_g1_i1	614	433.14	19	44.239
TRINITY_DN1813_c0_g1_i1	2358	2177.14	160	74.1162
TRINITY_DN1836_c0_g1_i1	1060	879.14	95	108.98
TRINITY_DN1861_c0_g1_i1	681	500.14	112	225.843
TRINITY_DN1801_c0_g1_i1	652	471.14	66	141.278
TRINITY_DN1857_c0_g1_i1	1279	1098.14	84	77.1439
TRINITY_DN1829_c0_g1_i1	1110	929.14	81	87.9192
TRINITY_DN1804_c0_g1_i1	614	433.14	35	81.4929
TRINITY_DN1862_c0_g1_i1	1039	858.14	519	609.943
TRINITY_DN1841_c0_g1_i1	716	535.14	218	410.836
TRINITY_DN1802_c0_g1_i1	539	358.14	19	53.5033
TRINITY_DN1805_c0_g1_i1	638	457.14	69	152.223
TRINITY_DN1894_c0_g1_i1	752	571.14	31	54.7393
TRINITY_DN1849_c0_g1_i1	939	758.14	223	296.644
TRINITY_DN1870_c0_g1_i1	845	664.14	63	95.6667
TRINITY_DN1854_c0_g1_i1	897	716.14	97	136.601
TRINITY_DN1808_c0_g1_i1	1253	1072.14	233	219.172
TRINITY_DN1828_c0_g1_i1	1905	1724.14	1154	675.014
TRINITY_DN1855_c0_g1_i1	764	583.14	82	141.815
TRINITY_DN1811_c0_g1_i1	669	488.14	45	92.9711
TRINITY_DN1821_c0_g1_i1	807	626.14	48	77.3125
TRINITY_DN1810_c0_g1_i1	685	504.14	37	74.0168
TRINITY_DN1874_c0_g1_i1	812	631.14	96	153.4
TRINITY_DN1869_c0_g1_i1	688	507.14	60	119.317
TRINITY_DN1881_c0_g1_i1	819	638.14	66	104.306
TRINITY_DN1884_c0_g1_i1	586	405.14	23	57.2536
TRINITY_DN1847_c0_g1_i1	597	416.14	30	72.7046
TRINITY_DN1803_c0_g1_i1	563	382.14	34	89.7297
TRINITY_DN1891_c0_g1_i1	712	531.14	25	47.4691
TRINITY_DN1834_c0_g1_i1	643	462.14	52	113.477
TRINITY_DN1883_c0_g1_i1	689	508.14	24	47.633
TRINITY_DN1877_c0_g1_i1	1766	1585.14	279	177.507
TRINITY_DN1822_c0_g1_i1	1349	1168.14	136	117.415
TRINITY_DN1852_c0_g1_i1	651	470.14	80	171.61
TRINITY_DN1889_c0_g1_i1	734	553.14	60	109.395
TRINITY_DN1814_c0_g1_i1	713	532.14	40	75.8078
TRINITY_DN1842_c0_g1_i1	618	437.14	24	55.3695
TRINITY_DN1867_c0_g1_i1	517	336.14	23	69.0061
TRINITY_DN1812_c0_g1_i1	854	673.14	97	145.327
TRINITY_DN1824_c0_g1_i1	995	814.14	223	276.239
TRINITY_DN1890_c0_g1_i1	678	497.14	22	44.6297
TRINITY_DN1833_c0_g1_i1	1038	857.14	122	143.545
TRINITY_DN1879_c0_g1_i1	984	803.14	83	104.224
TRINITY_DN1866_c0_g1_i1	553	372.14	144	390.244
TRINITY_DN1896_c0_g1_i1	1987	1806.14	137	76.4978
TRINITY_DN1809_c0_g1_i1	1234	1053.14	197	188.651
TRINITY_DN1876_c0_g1_i1	788	607.14	111	184.38
TRINITY_DN1843_c0_g1_i1	1183	1002.14	37	37.2352
TRINITY_DN1885_c0_g1_i1	553	372.14	21	56.9106
TRINITY_DN1882_c0_g1_i1	1426	1245.14	99	80.1857
TRINITY_DN1880_c0_g1_i1	933	752.14	58	77.7695
TRINITY_DN1827_c0_g1_i1	1680	1499.14	388	261.017
TRINITY_DN1878_c0_g1_i1	1019	838.14	104	125.14
TRINITY_DN1806_c0_g1_i1	585	404.14	42	104.809
TRINITY_DN1859_c0_g1_i1	729	548.14	27	49.6766
TRINITY_DN1850_c0_g1_i1	1064	883.14	95	108.486
TRINITY_DN1887_c0_g1_i1	1105	924.14	44	48.017
TRINITY_DN1848_c0_g1_i1	789	608.14	34	56.3839
TRINITY_DN1817_c0_g1_i1	955	774.14	3332	4340.76
TRINITY_DN1871_c0_g1_i1	601	420.14	111	266.446
TRINITY_DN1851_c0_g1_i1	673	492.14	22	45.0831
TRINITY_DN1830_c0_g1_i1	1374	1193.14	156	131.86
TRINITY_DN1838_c0_g1_i1	816	635.14	133	211.184
TRINITY_DN1863_c0_g1_i1	1101	920.14	103	112.892
TRINITY_DN1856_c0_g1_i1	522	341.14	17	50.257
TRINITY_DN1820_c0_g1_i1	1136	955.14	143	150.99
TRINITY_DN1837_c0_g1_i1	748	567.14	40	71.1295
TRINITY_DN1865_c0_g1_i1	719	538.14	95	178.036
TRINITY_DN1982_c0_g1_i1	2151	1970.14	321	164.319
TRINITY_DN1978_c0_g1_i1	3851	3670.14	304	83.5354
TRINITY_DN1926_c0_g1_i1	1028	847.14	27	32.1431
TRINITY_DN1946_c0_g1_i1	1560	1379.14	68	49.7256
TRINITY_DN1992_c0_g1_i1	1620	1439.14	396	277.506
TRINITY_DN1988_c0_g1_i1	1881	1700.14	126	74.7422
TRINITY_DN1970_c0_g1_i1	3697	3516.14	341	97.8066
TRINITY_DN1954_c0_g1_i1	3529	3348.14	1129	340.071
TRINITY_DN1961_c0_g1_i1	2383	2202.14	3285	1504.42
TRINITY_DN1973_c0_g1_i1	1336	1155.14	152	132.705
TRINITY_DN1936_c0_g1_i1	1845	1664.14	783	474.517
TRINITY_DN1963_c0_g1_i1	2307	2126.14	98	46.4851
TRINITY_DN1967_c0_g1_i1	3284	3103.14	405	131.624
TRINITY_DN1927_c0_g1_i1	844	663.14	258	392.369
TRINITY_DN1901_c0_g1_i1	1105	924.14	57	62.2038
TRINITY_DN1943_c0_g1_i1	1176	995.14	52	52.6986
TRINITY_DN1938_c0_g1_i1	1658	1477.14	336	229.402
TRINITY_DN1984_c0_g1_i1	3169	2988.14	614	207.227
TRINITY_DN1906_c0_g1_i1	589	408.14	17	42.0068
TRINITY_DN1942_c0_g1_i1	578	397.14	31	78.7223
TRINITY_DN1959_c0_g1_i1	1868	1687.14	312	186.502
TRINITY_DN1903_c0_g1_i1	1148	967.14	193	201.256
TRINITY_DN1904_c0_g1_i1	667	486.14	41	85.0555
TRINITY_DN1975_c0_g1_i1	922	741.14	175	238.132
TRINITY_DN1962_c0_g1_i1	6528	6347.14	1274	202.428
TRINITY_DN1909_c0_g1_i1	585	404.14	24	59.8907
TRINITY_DN1912_c0_g1_i1	954	773.14	55	71.7438
TRINITY_DN1917_c0_g1_i1	1089	908.14	482	535.271
TRINITY_DN1957_c0_g1_i1	1679	1498.14	177	119.152
TRINITY_DN1998_c0_g1_i1	3203	3022.14	251	83.7604
TRINITY_DN1956_c0_g1_i1	2739	2558.14	211	83.1836
TRINITY_DN1991_c0_g1_i1	2236	2055.14	122	59.8685
TRINITY_DN1915_c0_g1_i1	509	328.14	29	89.1289
TRINITY_DN1902_c0_g1_i1	860	679.14	40	59.3992
TRINITY_DN1964_c0_g1_i1	2392	2211.14	108	49.2592
TRINITY_DN1968_c0_g1_i1	2047	1866.14	122	65.9319
TRINITY_DN1911_c0_g1_i1	1588	1407.14	177	126.857
TRINITY_DN1905_c0_g1_i1	1624	1443.14	104	72.6783
TRINITY_DN1934_c0_g1_i1	646	465.14	116	251.509
TRINITY_DN1953_c0_g1_i1	1412	1231.14	47	38.5008
TRINITY_DN1949_c0_g1_i1	1822	1641.14	78	47.9324
