index	name	xprs_tpm_kallisto	xprs_count_kallisto	xprs_tpm_rsem_x	xprs_count_rsem_x	xprs_tpm_rsem_y	xprs_count_rsem_y	length	tr_good	tr_bases_covered	tr_seq_true	tr_score	tr_not_segmented	component_contribute_xprs_tpm_kallisto	component_contribute_xprs_count_kallisto	component_contribute_xprs_tpm_rsem_x	component_contribute_xprs_count_rsem_x	component_contribute_xprs_tpm_rsem_y	component_contribute_xprs_count_rsem_y	component_relative_xprs_tpm_kallisto	component_relative_xprs_count_kallisto	component_relative_xprs_tpm_rsem_x	component_relative_xprs_count_rsem_x	component_relative_xprs_tpm_rsem_y	component_relative_xprs_count_rsem_y	component	index_component	component_tot_xprs_tpm_kallisto	component_tot_xprs_count_kallisto	component_tot_xprs_tpm_rsem_x	component_tot_xprs_count_rsem_x	component_tot_xprs_tpm_rsem_y	component_tot_xprs_count_rsem_y	component_avg_xprs_tpm_kallisto	component_avg_xprs_count_kallisto	component_avg_xprs_tpm_rsem_x	component_avg_xprs_count_rsem_x	component_avg_xprs_tpm_rsem_y	component_avg_xprs_count_rsem_y	component_max_xprs_tpm_kallisto	component_max_xprs_count_kallisto	component_max_xprs_tpm_rsem_x	component_max_xprs_count_rsem_x	component_max_xprs_tpm_rsem_y	component_max_xprs_count_rsem_y	component_size	component_component
447	TRINITY_DN279_c0_g2_i1	97.228	46.0	96.33	36.0	96.33	36.0	658	0.736	1.0	0.976	0.673	0.937	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	356	356	97.228	46.0	96.33	36.0	96.33	36.0	97.228	46.0	96.33	36.0	96.33	36.0	97.228	46.0	96.33	36.0	96.33	36.0	1	356
448	TRINITY_DN279_c1_g1_i1	315.119	340.0	330.96	281.0	330.96	281.0	1269	0.818	1.0	0.977	0.626	0.782	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	357	357	315.119	340.0	330.96	281.0	330.96	281.0	315.119	340.0	330.96	281.0	330.96	281.0	315.119	340.0	330.96	281.0	330.96	281.0	1	357
449	TRINITY_DN296_c0_g1_i1	135.986	70.0	135.34	55.0	135.34	55.0	700	0.899	1.0	0.976	0.829	0.945	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	358	358	135.986	70.0	135.34	55.0	135.34	55.0	135.986	70.0	135.34	55.0	135.34	55.0	135.986	70.0	135.34	55.0	135.34	55.0	1	358
450	TRINITY_DN248_c0_g1_i1	47.681	67.0	45.25	50.0	45.25	50.0	1598	0.776	1.0	0.968	0.721	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	359	359	47.681	67.0	45.25	50.0	45.25	50.0	47.681	67.0	45.25	50.0	45.25	50.0	47.681	67.0	45.25	50.0	45.25	50.0	1	359
451	TRINITY_DN203_c0_g1_i1	100.087	264.0	97.49	202.0	97.49	202.0	2841	0.866	1.0	0.966	0.805	0.962	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	360	360	100.087	264.0	97.49	202.0	97.49	202.0	100.087	264.0	97.49	202.0	97.49	202.0	100.087	264.0	97.49	202.0	97.49	202.0	1	360
452	TRINITY_DN252_c0_g1_i1	121.008	159.0	112.25	116.0	112.25	116.0	1506	0.842	1.0	0.965	0.664	0.818	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	361	361	121.008	159.0	112.25	116.0	112.25	116.0	121.008	159.0	112.25	116.0	112.25	116.0	121.008	159.0	112.25	116.0	112.25	116.0	1	361
453	TRINITY_DN294_c0_g1_i1	80.717	152.0	77.03	114.0	77.03	114.0	2080	0.795	0.989	0.962	0.703	0.929	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	362	362	80.717	152.0	77.03	114.0	77.03	114.0	80.717	152.0	77.03	114.0	77.03	114.0	80.717	152.0	77.03	114.0	77.03	114.0	1	362
454	TRINITY_DN294_c0_g2_i1	98.38	116.0	92.71	86.0	92.71	86.0	1370	0.643	1.0	0.959	0.59	0.957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	363	363	98.38	116.0	92.71	86.0	92.71	86.0	98.38	116.0	92.71	86.0	92.71	86.0	98.38	116.0	92.71	86.0	92.71	86.0	1	363
455	TRINITY_DN200_c0_g1_i1	88.352	268.0	91.93	219.0	91.93	219.0	3240	0.8	1.0	0.971	0.743	0.956	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	364	364	88.352	268.0	91.93	219.0	91.93	219.0	88.352	268.0	91.93	219.0	91.93	219.0	88.352	268.0	91.93	219.0	91.93	219.0	1	364
456	TRINITY_DN200_c0_g2_i1	71.474	83.0	76.62	70.0	76.62	70.0	1352	0.841	1.0	0.976	0.72	0.877	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	365	365	71.474	83.0	76.62	70.0	76.62	70.0	71.474	83.0	76.62	70.0	76.62	70.0	71.474	83.0	76.62	70.0	76.62	70.0	1	365
457	TRINITY_DN271_c0_g1_i1	102.536	60.0	108.31	50.0	108.31	50.0	771	0.783	1.0	0.971	0.344	0.452	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	366	366	102.536	60.0	108.31	50.0	108.31	50.0	102.536	60.0	108.31	50.0	108.31	50.0	102.536	60.0	108.31	50.0	108.31	50.0	1	366
458	TRINITY_DN271_c0_g2_i1	96.086	91.001	118.15	88.09	118.15	88.09	1136	0.826	1.0	0.926	0.669	0.875	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	367	367	96.086	91.001	118.15	88.09	118.15	88.09	96.086	91.001	118.15	88.09	118.15	88.09	96.086	91.001	118.15	88.09	118.15	88.09	1	367
459	TRINITY_DN271_c0_g2_i3	172.14	97.999	146.73	65.91	146.73	65.91	755	0.883	1.0	0.946	0.623	0.745	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	368	368	172.14	97.999	146.73	65.91	146.73	65.91	172.14	97.999	146.73	65.91	146.73	65.91	172.14	97.999	146.73	65.91	146.73	65.91	1	368
460	TRINITY_DN271_c0_g3_i1	86.791	47.0	51.47	22.0	51.47	22.0	727	0.696	1.0	0.857	0.548	0.92	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	369	369	86.791	47.0	51.47	22.0	51.47	22.0	86.791	47.0	51.47	22.0	51.47	22.0	86.791	47.0	51.47	22.0	51.47	22.0	1	369
461	TRINITY_DN271_c0_g4_i1	86.556	57.0	65.49	34.0	65.49	34.0	845	0.667	1.0	0.83	0.414	0.747	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	370	370	86.556	57.0	65.49	34.0	65.49	34.0	86.556	57.0	65.49	34.0	65.49	34.0	86.556	57.0	65.49	34.0	65.49	34.0	1	370
462	TRINITY_DN242_c0_g1_i1	199.72	789.0	198.91	617.0	198.91	617.0	4165	0.817	1.0	0.967	0.751	0.95	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	371	371	199.72	789.0	198.91	617.0	198.91	617.0	199.72	789.0	198.91	617.0	198.91	617.0	199.72	789.0	198.91	617.0	198.91	617.0	1	371
463	TRINITY_DN242_c0_g2_i1	258.784	815.0	259.56	642.0	259.56	642.0	3357	0.832	1.0	0.97	0.788	0.977	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	372	372	258.784	815.0	259.56	642.0	259.56	642.0	258.784	815.0	259.56	642.0	259.56	642.0	258.784	815.0	259.56	642.0	259.56	642.0	1	372
464	TRINITY_DN274_c0_g1_i1	78.421	185.0	76.08	141.0	76.08	141.0	2560	0.865	1.0	0.963	0.8	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	373	373	78.421	185.0	76.08	141.0	76.08	141.0	78.421	185.0	76.08	141.0	76.08	141.0	78.421	185.0	76.08	141.0	76.08	141.0	1	373
465	TRINITY_DN262_c0_g1_i1	59.444	324.664	63.98	274.31	63.98	274.31	5689	0.976	0.997	0.963	0.908	0.968	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	374	374	59.444	324.664	63.98	274.31	63.98	274.31	59.444	324.664	63.98	274.31	63.98	274.31	59.444	324.664	63.98	274.31	63.98	274.31	1	374
466	TRINITY_DN262_c0_g1_i4	3.334	18.084	0.86	3.64	0.86	3.64	5651	0.905	1.0	0.971	0.874	0.995	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	375	375	3.334	18.084	0.86	3.64	0.86	3.64	3.334	18.084	0.86	3.64	0.86	3.64	3.334	18.084	0.86	3.64	0.86	3.64	1	375
467	TRINITY_DN262_c0_g1_i3	0.002	0.01	0.0	0.0	0.0	0.0	5689	0.821	1.0	0.965	0.759	0.958	1.0	1.0					1.0	1.0					376	376	0.002	0.01	0.0	0.0	0.0	0.0	0.002	0.01	0.0	0.0	0.0	0.0	0.002	0.01	0.0	0.0	0.0	0.0	1	376
468	TRINITY_DN262_c0_g1_i2	83.378	452.243	83.62	356.04	83.62	356.04	5651	0.681	0.993	0.965	0.643	0.986	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	377	377	83.378	452.243	83.62	356.04	83.62	356.04	83.378	452.243	83.62	356.04	83.62	356.04	83.378	452.243	83.62	356.04	83.62	356.04	1	377
469	TRINITY_DN262_c0_g2_i1	46.286	146.0	48.44	120.0	48.44	120.0	3362	0.842	1.0	0.969	0.776	0.951	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	378	378	46.286	146.0	48.44	120.0	48.44	120.0	46.286	146.0	48.44	120.0	48.44	120.0	46.286	146.0	48.44	120.0	48.44	120.0	1	378
470	TRINITY_DN226_c0_g1_i1	191.685	118.248	207.54	100.97	207.54	100.97	803	0.944	1.0	0.949	0.763	0.852	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	379	379	191.685	118.248	207.54	100.97	207.54	100.97	191.685	118.248	207.54	100.97	207.54	100.97	191.685	118.248	207.54	100.97	207.54	100.97	1	379
471	TRINITY_DN226_c0_g1_i2	126.036	71.752	106.92	48.03	106.92	48.03	755	0.679	1.0	0.944	0.548	0.854	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	380	380	126.036	71.752	106.92	48.03	106.92	48.03	126.036	71.752	106.92	48.03	106.92	48.03	126.036	71.752	106.92	48.03	106.92	48.03	1	380
472	TRINITY_DN253_c0_g1_i1	146.897	155.0	137.29	114.0	137.29	114.0	1245	0.838	1.0	0.966	0.721	0.891	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	381	381	146.897	155.0	137.29	114.0	137.29	114.0	146.897	155.0	137.29	114.0	137.29	114.0	146.897	155.0	137.29	114.0	137.29	114.0	1	381
473	TRINITY_DN218_c0_g1_i1	119.772	86.0	130.77	74.0	130.77	74.0	905	0.713	1.0	0.97	0.585	0.847	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	382	382	119.772	86.0	130.77	74.0	130.77	74.0	119.772	86.0	130.77	74.0	130.77	74.0	119.772	86.0	130.77	74.0	130.77	74.0	1	382
474	TRINITY_DN218_c0_g2_i1	168.668	186.0	159.04	138.0	159.04	138.0	1293	0.835	1.0	0.957	0.671	0.84	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	383	383	168.668	186.0	159.04	138.0	159.04	138.0	168.668	186.0	159.04	138.0	159.04	138.0	168.668	186.0	159.04	138.0	159.04	138.0	1	383
475	TRINITY_DN218_c0_g3_i1	176.098	146.0	168.45	110.0	168.45	110.0	1017	0.854	0.993	0.972	0.733	0.89	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	384	384	176.098	146.0	168.45	110.0	168.45	110.0	176.098	146.0	168.45	110.0	168.45	110.0	176.098	146.0	168.45	110.0	168.45	110.0	1	384
476	TRINITY_DN218_c1_g1_i1	135.072	324.0	134.78	254.0	134.78	254.0	2600	0.776	1.0	0.969	0.741	0.985	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	385	385	135.072	324.0	134.78	254.0	134.78	254.0	135.072	324.0	134.78	254.0	134.78	254.0	135.072	324.0	134.78	254.0	134.78	254.0	1	385
477	TRINITY_DN218_c2_g1_i1	108.232	274.0	112.63	224.0	112.63	224.0	2734	0.843	1.0	0.969	0.806	0.986	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	386	386	108.232	274.0	112.63	224.0	112.63	224.0	108.232	274.0	112.63	224.0	112.63	224.0	108.232	274.0	112.63	224.0	112.63	224.0	1	386
478	TRINITY_DN208_c0_g1_i1	75.173	123.0	76.19	98.0	76.19	98.0	1831	0.772	1.0	0.978	0.723	0.957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	387	387	75.173	123.0	76.19	98.0	76.19	98.0	75.173	123.0	76.19	98.0	76.19	98.0	75.173	123.0	76.19	98.0	76.19	98.0	1	387
479	TRINITY_DN235_c0_g1_i1	84.996	192.0	83.95	149.0	83.95	149.0	2459	0.893	1.0	0.961	0.831	0.968	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	388	388	84.996	192.0	83.95	149.0	83.95	149.0	84.996	192.0	83.95	149.0	83.95	149.0	84.996	192.0	83.95	149.0	83.95	149.0	1	388
480	TRINITY_DN235_c1_g1_i1	58.839	108.0	55.45	80.0	55.45	80.0	2032	0.841	1.0	0.955	0.774	0.964	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	389	389	58.839	108.0	55.45	80.0	55.45	80.0	58.839	108.0	55.45	80.0	55.45	80.0	58.839	108.0	55.45	80.0	55.45	80.0	1	389
481	TRINITY_DN205_c0_g1_i1	104.128	79.0	95.35	57.0	95.35	57.0	946	0.747	1.0	0.971	0.712	0.981	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	390	390	104.128	79.0	95.35	57.0	95.35	57.0	104.128	79.0	95.35	57.0	95.35	57.0	104.128	79.0	95.35	57.0	95.35	57.0	1	390
482	TRINITY_DN277_c0_g2_i1	83.842	144.0	88.89	120.0	88.89	120.0	1913	0.745	0.992	0.974	0.689	0.958	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	391	391	83.842	144.0	88.89	120.0	88.89	120.0	83.842	144.0	88.89	120.0	88.89	120.0	83.842	144.0	88.89	120.0	88.89	120.0	1	391
483	TRINITY_DN277_c0_g3_i1	70.353	84.0	69.2	65.0	69.2	65.0	1385	0.952	1.0	0.975	0.88	0.948	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	392	392	70.353	84.0	69.2	65.0	69.2	65.0	70.353	84.0	69.2	65.0	69.2	65.0	70.353	84.0	69.2	65.0	69.2	65.0	1	392
484	TRINITY_DN277_c0_g1_i4	52.628	123.891	48.45	89.61	48.45	89.61	2555	0.91	1.0	0.966	0.865	0.984	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	393	393	52.628	123.891	48.45	89.61	48.45	89.61	52.628	123.891	48.45	89.61	48.45	89.61	52.628	123.891	48.45	89.61	48.45	89.61	1	393
485	TRINITY_DN277_c0_g1_i2	41.526	103.109	34.55	67.39	34.55	67.39	2685	0.78	0.985	0.941	0.686	0.948	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	394	394	41.526	103.109	34.55	67.39	34.55	67.39	41.526	103.109	34.55	67.39	34.55	67.39	41.526	103.109	34.55	67.39	34.55	67.39	1	394
486	TRINITY_DN277_c0_g4_i1	158.141	337.0	162.44	272.0	162.44	272.0	2330	0.877	1.0	0.967	0.811	0.957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	395	395	158.141	337.0	162.44	272.0	162.44	272.0	158.141	337.0	162.44	272.0	162.44	272.0	158.141	337.0	162.44	272.0	162.44	272.0	1	395
487	TRINITY_DN277_c0_g5_i1	270.033	516.0	279.68	420.0	279.68	420.0	2108	0.783	1.0	0.971	0.682	0.898	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	396	396	270.033	516.0	279.68	420.0	279.68	420.0	270.033	516.0	279.68	420.0	279.68	420.0	270.033	516.0	279.68	420.0	279.68	420.0	1	396
488	TRINITY_DN277_c0_g6_i1	393.694	1097.0	397.5	870.0	397.5	870.0	2991	0.845	1.0	0.969	0.79	0.964	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	397	397	393.694	1097.0	397.5	870.0	397.5	870.0	393.694	1097.0	397.5	870.0	397.5	870.0	393.694	1097.0	397.5	870.0	397.5	870.0	1	397
489	TRINITY_DN277_c1_g1_i1	76.316	103.0	64.06	68.0	64.06	68.0	1542	0.82	0.997	0.977	0.734	0.919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	398	398	76.316	103.0	64.06	68.0	64.06	68.0	76.316	103.0	64.06	68.0	64.06	68.0	76.316	103.0	64.06	68.0	64.06	68.0	1	398
490	TRINITY_DN277_c2_g1_i1	63.379	44.0	67.62	37.0	67.62	37.0	881	0.761	1.0	0.97	0.697	0.944	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	399	399	63.379	44.0	67.62	37.0	67.62	37.0	63.379	44.0	67.62	37.0	67.62	37.0	63.379	44.0	67.62	37.0	67.62	37.0	1	399
491	TRINITY_DN277_c2_g2_i1	47.298	78.0	50.14	65.0	50.14	65.0	1844	0.815	1.0	0.974	0.778	0.981	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	400	400	47.298	78.0	50.14	65.0	50.14	65.0	47.298	78.0	50.14	65.0	50.14	65.0	47.298	78.0	50.14	65.0	50.14	65.0	1	400
492	TRINITY_DN277_c3_g1_i1	38.543	25.0	33.24	17.0	33.24	17.0	835	0.92	1.0	0.975	0.812	0.905	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	401	401	38.543	25.0	33.24	17.0	33.24	17.0	38.543	25.0	33.24	17.0	33.24	17.0	38.543	25.0	33.24	17.0	33.24	17.0	1	401
493	TRINITY_DN297_c0_g1_i1	417.974	509.0	409.2	392.0	409.2	392.0	1409	0.842	1.0	0.971	0.656	0.803	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	402	402	417.974	509.0	409.2	392.0	409.2	392.0	417.974	509.0	409.2	392.0	409.2	392.0	417.974	509.0	409.2	392.0	409.2	392.0	1	402
494	TRINITY_DN297_c0_g2_i1	72.942	74.0	75.14	60.0	75.14	60.0	1204	0.781	1.0	0.973	0.641	0.843	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	403	403	72.942	74.0	75.14	60.0	75.14	60.0	72.942	74.0	75.14	60.0	75.14	60.0	72.942	74.0	75.14	60.0	75.14	60.0	1	403
495	TRINITY_DN243_c0_g1_i1	165.945	617.89	184.2	538.56	184.2	538.56	3936	0.986	1.0	0.95	0.603	0.644	0.385	0.382	0.41	0.407	0.41	0.407	1.0	1.0	1.0	1.0	1.0	1.0	404	404	430.554	1615.529	449.43	1322.29	449.43	1322.29	107.638	403.882	112.358	330.572	112.358	330.572	165.945	617.89	184.2	538.56	184.2	538.56	4	404
496	TRINITY_DN243_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0	3497	0.925	0.999	0.936	0.81	0.936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	404	404	430.554	1615.529	449.43	1322.29	449.43	1322.29	107.638	403.882	112.358	330.572	112.358	330.572	165.945	617.89	184.2	538.56	184.2	538.56	4	404
497	TRINITY_DN243_c0_g1_i6	111.963	511.365	110.95	397.84	110.95	397.84	4787	0.883	1.0	0.951	0.823	0.98	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	405	405	111.963	511.365	110.95	397.84	110.95	397.84	111.963	511.365	110.95	397.84	110.95	397.84	111.963	511.365	110.95	397.84	110.95	397.84	1	405
498	TRINITY_DN243_c0_g1_i5	161.856	532.208	163.75	422.85	163.75	422.85	3497	0.869	0.999	0.942	0.644	0.786	0.376	0.329	0.364	0.32	0.364	0.32	0.975	0.861	0.889	0.785	0.889	0.785	404	404	430.554	1615.529	449.43	1322.29	449.43	1322.29	107.638	403.882	112.358	330.572	112.358	330.572	165.945	617.89	184.2	538.56	184.2	538.56	4	404
499	TRINITY_DN243_c0_g1_i2	102.753	465.431	101.48	360.88	101.48	360.88	4749	0.679	1.0	0.952	0.605	0.936	0.239	0.288	0.226	0.273	0.226	0.273	0.619	0.753	0.551	0.67	0.551	0.67	404	404	430.554	1615.529	449.43	1322.29	449.43	1322.29	107.638	403.882	112.358	330.572	112.358	330.572	165.945	617.89	184.2	538.56	184.2	538.56	4	404
500	TRINITY_DN243_c0_g2_i1	104.829	79.324	105.91	63.14	105.91	63.14	944	0.75	0.979	0.949	0.627	0.899	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	406	406	104.829	79.324	105.91	63.14	105.91	63.14	104.829	79.324	105.91	63.14	105.91	63.14	104.829	79.324	105.91	63.14	105.91	63.14	1	406
501	TRINITY_DN243_c1_g1_i1	180.55	299.0	174.37	227.0	174.37	227.0	1851	0.846	1.0	0.971	0.737	0.897	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	407	407	180.55	299.0	174.37	227.0	174.37	227.0	180.55	299.0	174.37	227.0	174.37	227.0	180.55	299.0	174.37	227.0	174.37	227.0	1	407
502	TRINITY_DN213_c0_g1_i1	96.906	386.0	99.12	310.0	99.12	310.0	4198	0.86	0.997	0.972	0.812	0.974	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	408	408	96.906	386.0	99.12	310.0	99.12	310.0	96.906	386.0	99.12	310.0	99.12	310.0	96.906	386.0	99.12	310.0	99.12	310.0	1	408
503	TRINITY_DN234_c0_g1_i1	109.776	525.0	108.4	407.0	108.4	407.0	5004	0.826	1.0	0.968	0.782	0.979	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	409	409	109.776	525.0	108.4	407.0	108.4	407.0	109.776	525.0	108.4	407.0	108.4	407.0	109.776	525.0	108.4	407.0	108.4	407.0	1	409
504	TRINITY_DN281_c0_g1_i1	51.7	93.0	55.17	78.0	55.17	78.0	1995	0.807	1.0	0.966	0.744	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	410	410	51.7	93.0	55.17	78.0	55.17	78.0	51.7	93.0	55.17	78.0	55.17	78.0	51.7	93.0	55.17	78.0	55.17	78.0	1	410
505	TRINITY_DN245_c0_g1_i1	92.248	87.0	95.63	71.0	95.63	71.0	1132	0.663	1.0	0.976	0.571	0.883	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	411	411	92.248	87.0	95.63	71.0	95.63	71.0	92.248	87.0	95.63	71.0	95.63	71.0	92.248	87.0	95.63	71.0	95.63	71.0	1	411
506	TRINITY_DN245_c0_g2_i1	77.832	91.0	85.88	79.0	85.88	79.0	1360	0.8	1.0	0.98	0.779	0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	412	412	77.832	91.0	85.88	79.0	85.88	79.0	77.832	91.0	85.88	79.0	85.88	79.0	77.832	91.0	85.88	79.0	85.88	79.0	1	412
507	TRINITY_DN259_c0_g1_i2	41.119	22.96	47.81	21.07	47.81	21.07	744	0.656	1.0	0.886	0.567	0.975	0.332	0.291	0.373	0.329	0.373	0.329	0.496	0.41	0.594	0.491	0.594	0.491	413	413	123.971	79.0	128.33	64.0	128.33	64.0	61.986	39.5	64.165	32.0	64.165	32.0	82.852	56.04	80.52	42.93	80.52	42.93	2	413
508	TRINITY_DN259_c0_g1_i1	82.852	56.04	80.52	42.93	80.52	42.93	863	0.6	0.983	0.973	0.556	0.97	0.668	0.709	0.627	0.671	0.627	0.671	1.0	1.0	1.0	1.0	1.0	1.0	413	413	123.971	79.0	128.33	64.0	128.33	64.0	61.986	39.5	64.165	32.0	64.165	32.0	82.852	56.04	80.52	42.93	80.52	42.93	2	413
509	TRINITY_DN219_c0_g1_i1	106.265	143.0	105.83	112.0	105.83	112.0	1538	0.867	1.0	0.963	0.795	0.952	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	414	414	106.265	143.0	105.83	112.0	105.83	112.0	106.265	143.0	105.83	112.0	105.83	112.0	106.265	143.0	105.83	112.0	105.83	112.0	1	414
510	TRINITY_DN284_c0_g1_i1	69.118	29.0	57.28	19.0	57.28	19.0	604	0.71	1.0	0.9	0.506	0.792	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	415	415	69.118	29.0	57.28	19.0	57.28	19.0	69.118	29.0	57.28	19.0	57.28	19.0	69.118	29.0	57.28	19.0	57.28	19.0	1	415
511	TRINITY_DN289_c0_g1_i1	76.674	125.0	78.03	100.0	78.03	100.0	1825	0.808	1.0	0.965	0.748	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	416	416	76.674	125.0	78.03	100.0	78.03	100.0	76.674	125.0	78.03	100.0	78.03	100.0	76.674	125.0	78.03	100.0	78.03	100.0	1	416
512	TRINITY_DN283_c0_g1_i4	23.27	39.781	19.63	26.37	19.63	26.37	1905	0.971	0.995	0.949	0.876	0.955	0.109	0.106	0.092	0.09	0.092	0.09	0.248	0.239	0.195	0.188	0.195	0.188	417	417	213.336	374.0	213.34	294.0	213.34	294.0	53.334	93.5	53.335	73.5	53.335	73.5	93.908	166.598	100.61	140.29	100.61	140.29	4	417
513	TRINITY_DN283_c0_g1_i3	50.323	89.126	43.78	60.94	43.78	60.94	1967	0.988	1.0	0.949	0.859	0.916	0.236	0.238	0.205	0.207	0.205	0.207	0.536	0.535	0.435	0.434	0.435	0.434	417	417	213.336	374.0	213.34	294.0	213.34	294.0	53.334	93.5	53.335	73.5	53.335	73.5	93.908	166.598	100.61	140.29	100.61	140.29	4	417
514	TRINITY_DN283_c0_g1_i2	45.835	78.495	49.32	66.4	49.32	66.4	1908	0.953	1.0	0.949	0.836	0.924	0.215	0.21	0.231	0.226	0.231	0.226	0.488	0.471	0.49	0.473	0.49	0.473	417	417	213.336	374.0	213.34	294.0	213.34	294.0	53.334	93.5	53.335	73.5	53.335	73.5	93.908	166.598	100.61	140.29	100.61	140.29	4	417
